user_id,hero_id,id,num_games,num_wins,kda_ratio,primary_attr,attack_type,base_health_regen,base_armor,base_magic_resistance,base_attack_min,base_attack_max,base_strength,base_agility,base_intelligence,strength_gain,agility_gain,intelligence_gain,attack_range,projectile_speed,attack_rate,move_speed,turn_rate,Carry,Escape,Nuker,Initiator,Durable,Disabler,Jungler,Support,Pusher
359,10,359_10,192,109,4145.0549451,agi,Ranged,1.5,-2.0,25,9,18,19,24,13,2.3,3.7,1.1,350,1300,1.5,280,0.6,1,1,1,0,1,1,0,0,0
359,21,359_21,179,94,2793.8540333,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
359,93,359_93,147,70,3107.3703367,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
359,8,359_8,145,60,2913.1767109,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
361,74,361_74,822,444,3225.0562640999997,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
361,92,361_92,572,370,3259.5177665,int,Ranged,1.5,-2.0,10,21,31,22,11,24,2.7,1.3,2.5,600,900,1.7,285,0.5,0,0,1,0,1,1,0,1,1
361,34,361_34,213,136,3648.9868891999995,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
361,14,361_14,146,77,2439.4861393,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
361,17,361_17,144,75,3227.5971450999996,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
361,98,361_98,139,91,2563.3484163000003,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
361,21,361_21,132,63,3026.2443439,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
361,82,361_82,123,62,2250.1936483000004,agi,Melee,1.5,-1.0,25,20,26,23,23,20,1.6,2.2,1.6,150,900,1.7,310,0.65,1,1,1,1,0,1,0,0,1
361,106,361_106,119,60,3253.2532533000003,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
362,36,362_36,406,256,4125.3333333,int,Ranged,1.5,1.0,25,22,26,16,15,22,2.3,1.2,2.5,550,900,1.7,285,0.5,1,0,1,0,1,1,0,0,0
362,11,362_11,252,138,3088.3159626999995,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
362,17,362_17,145,87,3854.0076335999997,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
362,31,362_31,112,70,3549.0848585999997,int,Ranged,1.5,-1.0,25,24,33,18,15,18,1.85,2.0,3.25,550,900,1.7,315,0.5,0,0,1,0,0,0,0,1,0
362,8,362_8,111,57,3151.0673235,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
362,67,362_67,104,68,5445.632798600001,agi,Melee,1.5,0.0,25,23,27,20,23,16,2.3,1.8,1.9,150,900,1.7,285,0.5,1,1,0,0,1,0,0,0,0
362,47,362_47,104,59,3880.5147059,agi,Ranged,1.5,-2.0,25,23,25,20,21,15,2.4,2.9,1.8,575,1200,1.7,275,0.5,1,0,0,1,1,1,0,0,0
362,57,362_57,90,49,3270.3962704,str,Melee,1.5,3.0,25,31,41,22,15,15,3.1,1.75,1.8,150,900,1.7,305,0.6,0,0,1,0,1,0,0,1,0
362,69,362_69,83,37,3193.1589536999995,str,Melee,1.5,-1.0,25,27,43,26,11,13,3.5,0.9,2.1,150,900,2.0,290,0.5,1,0,1,1,1,1,0,0,0
364,62,364_62,1299,741,3298.2678496,agi,Melee,2.0,3.0,25,24,38,17,21,19,2.1,3.0,2.0,150,900,1.7,315,0.6,0,1,1,0,0,0,0,0,0
364,14,364_14,629,336,2367.3019373,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
364,16,364_16,399,201,2425.7801108000003,str,Melee,1.5,0.0,25,25,41,22,19,16,2.9,2.1,1.8,150,900,1.7,295,0.5,0,1,1,1,0,1,1,0,0
364,28,364_28,240,135,2655.0094518,str,Melee,1.5,3.0,25,30,38,21,17,15,3.1,2.4,1.5,150,0,1.7,290,0.5,1,1,0,1,1,1,0,0,0
364,41,364_41,214,120,2430.0319489,agi,Melee,2.0,0.0,25,33,39,23,23,15,2.1,2.8,1.5,150,900,1.7,295,1.0,1,1,0,1,1,1,0,0,0
364,60,364_60,194,109,3023.1839258,str,Melee,3.25,3.0,25,38,42,23,18,13,3.1,2.25,1.6,150,900,1.7,295,0.5,1,0,1,1,1,1,0,0,0
364,27,364_27,166,86,1719.6796339000002,int,Ranged,1.5,0.0,25,50,57,21,16,21,2.1,1.6,3.0,400,900,1.7,285,0.5,0,0,1,1,0,1,0,1,1
364,9,364_9,144,65,2857.2761194000004,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
364,51,364_51,135,64,2323.2405891999997,str,Melee,1.5,0.0,25,28,30,26,13,17,3.2,2.3,1.3,150,900,1.7,315,0.6,0,0,1,1,1,1,0,0,0
365,66,365_66,551,338,2593.8069216999997,int,Ranged,1.5,-1.0,25,22,32,23,15,21,1.8,2.1,2.8,650,1100,1.7,300,0.6,0,0,0,0,0,0,1,1,1
365,65,365_65,384,237,3635.2277306999995,int,Ranged,3.25,0.0,25,14,18,23,15,24,2.7,1.5,2.5,375,900,1.7,290,1.0,0,1,0,1,0,1,1,0,0
365,74,365_74,289,143,2971.2015889000004,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
365,14,365_14,251,112,1947.6946920000003,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
365,90,365_90,239,135,2425.5185418,int,Ranged,1.5,-1.0,25,18,25,14,15,25,2.1,1.6,2.8,600,900,1.7,335,0.5,0,0,1,0,0,1,1,1,0
365,53,365_53,237,126,2510.1258894000002,int,Ranged,1.5,1.0,25,30,44,19,18,25,2.1,1.9,2.9,600,1125,1.7,290,0.6,1,1,1,0,0,0,1,0,1
365,25,365_25,233,122,2263.1016043,int,Ranged,1.5,-1.0,25,13,31,18,16,27,1.8,1.5,3.2,670,1000,1.6,295,0.5,1,0,1,0,0,1,0,1,0
365,21,365_21,225,117,2488.0803011,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
365,34,365_34,211,119,3399.122807,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
367,74,367_74,300,164,4405.4054054,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
367,21,367_21,242,136,4341.2162162,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
367,9,367_9,235,131,5785.9358842,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
367,8,367_8,167,84,4187.0026525,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
367,25,367_25,155,85,3681.0865191,int,Ranged,1.5,-1.0,25,13,31,18,16,27,1.8,1.5,3.2,670,1000,1.6,295,0.5,1,0,1,0,0,1,0,1,0
367,93,367_93,145,78,3838.8278388000003,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
367,54,367_54,142,75,4863.8655462,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
367,17,367_17,141,79,4392.1568627,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
367,11,367_11,141,65,3370.7201889,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
368,59,368_59,198,154,2918.4210526,str,Ranged,1.5,-1.0,25,21,30,21,15,18,2.7,1.4,1.5,400,1400,1.6,295,0.5,1,0,0,1,1,0,0,0,0
368,72,368_72,30,21,3650.7936508000003,agi,Ranged,1.5,1.0,25,13,23,18,24,19,2.1,2.8,2.1,365,3000,1.7,320,0.6,1,0,1,0,0,1,0,0,0
368,93,368_93,20,11,3849.5575221,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
368,94,368_94,17,11,3811.3207548,agi,Ranged,1.5,-1.0,25,24,30,14,20,19,1.5,2.5,2.1,600,1200,1.7,285,0.5,1,0,0,0,1,1,0,0,0
368,105,368_105,17,8,1842.4657534000003,int,Ranged,1.5,5.0,25,7,9,17,14,22,2.3,1.3,2.9,700,900,1.7,270,0.5,0,0,1,0,0,1,0,0,0
368,42,368_42,13,10,4183.3333333,str,Melee,1.5,0.0,25,39,41,22,18,18,2.8,1.7,1.6,150,0,1.7,300,0.5,1,0,0,1,1,1,0,1,0
368,98,368_98,11,9,3376.8115942,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
368,48,368_48,11,7,2596.1538461,agi,Ranged,1.5,0.0,25,20,26,15,18,16,2.2,3.3,1.85,330,900,1.7,330,0.6,1,0,1,0,0,0,0,0,1
368,41,368_41,8,5,5937.5,agi,Melee,2.0,0.0,25,33,39,23,23,15,2.1,2.8,1.5,150,900,1.7,295,1.0,1,1,0,1,1,1,0,0,0
370,88,370_88,313,187,2674.6031746,agi,Melee,4.75,1.0,25,27,31,18,19,18,2.3,2.2,2.1,150,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
370,62,370_62,308,188,2752.9819161,agi,Melee,2.0,3.0,25,24,38,17,21,19,2.1,3.0,2.0,150,900,1.7,315,0.6,0,1,1,0,0,0,0,0,0
370,74,370_74,281,175,4284.6803377,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
370,102,370_102,204,113,3103.5781545,str,Melee,1.5,-1.0,25,32,42,23,17,21,2.6,1.5,2.0,150,900,1.7,310,0.5,1,0,0,0,1,0,0,1,0
370,106,370_106,181,111,4568.6635945,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
370,16,370_16,160,85,2684.1257051,str,Melee,1.5,0.0,25,25,41,22,19,16,2.9,2.1,1.8,150,900,1.7,295,0.5,0,1,1,1,0,1,1,0,0
370,39,370_39,148,69,3559.2864638000005,int,Ranged,1.5,-1.0,25,21,29,16,18,24,2.0,2.0,2.5,550,1500,1.5,295,0.5,1,1,1,0,0,0,0,0,0
370,104,370_104,142,79,2470.3770198,str,Melee,1.5,0.0,25,35,39,26,18,20,2.9,1.7,2.2,150,900,1.7,320,0.5,1,0,1,1,1,1,0,0,0
370,78,370_78,140,80,3045.6730769,str,Melee,2.0,-1.0,25,29,36,23,22,14,3.2,1.95,1.25,150,900,1.7,300,0.6,1,0,1,1,1,1,0,0,0
371,74,371_74,261,145,2890.0646679,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
371,83,371_83,230,131,2531.8118949,str,Melee,1.5,-1.0,25,62,70,25,15,17,3.6,2.0,1.8,150,900,1.9,270,0.5,0,1,0,1,1,1,0,1,0
371,11,371_11,216,110,2672.8081322,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
371,45,371_45,178,115,3088.9570551999996,int,Ranged,1.5,-1.0,25,19,27,17,16,26,1.5,1.0,4.5,630,900,1.7,335,0.5,0,0,1,0,0,0,0,0,1
371,73,371_73,160,92,3066.2983425,str,Melee,1.5,0.0,25,24,33,25,16,25,2.1,1.2,1.8,150,900,1.7,295,0.6,1,0,1,1,1,1,0,1,0
371,14,371_14,140,66,2108.2474227000002,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
371,62,371_62,115,54,2073.1462926,agi,Melee,2.0,3.0,25,24,38,17,21,19,2.1,3.0,2.0,150,900,1.7,315,0.6,0,1,1,0,0,0,0,0,0
371,53,371_53,92,46,1876.5778401,int,Ranged,1.5,1.0,25,30,44,19,18,25,2.1,1.9,2.9,600,1125,1.7,290,0.6,1,1,1,0,0,0,1,0,1
371,34,371_34,87,45,3019.8915008999998,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
372,17,372_17,158,102,3816.9734151000002,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
372,74,372_74,113,65,3625.0,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
372,46,372_46,106,64,3563.8686131,agi,Ranged,1.5,1.0,25,30,36,18,23,20,2.4,2.3,2.0,140,900,1.7,300,0.7,1,1,0,0,0,0,0,0,0
372,39,372_39,102,58,4213.0872483,int,Ranged,1.5,-1.0,25,21,29,16,18,24,2.0,2.0,2.5,550,1500,1.5,295,0.5,1,1,1,0,0,0,0,0,0
372,106,372_106,100,63,4327.526132399999,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
372,34,372_34,98,54,3756.097561,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
372,25,372_25,84,52,2728.3333333,int,Ranged,1.5,-1.0,25,13,31,18,16,27,1.8,1.5,3.2,670,1000,1.6,295,0.5,1,0,1,0,0,1,0,1,0
372,73,372_73,78,34,2837.3626374,str,Melee,1.5,0.0,25,24,33,25,16,25,2.1,1.2,1.8,150,900,1.7,295,0.6,1,0,1,1,1,1,0,1,0
372,77,372_77,75,54,3628.6644952,str,Melee,1.5,1.0,25,36,41,25,16,17,3.3,1.0,1.55,150,900,1.7,305,0.5,1,1,0,0,1,0,1,0,1
373,70,373_70,73,46,5070.8446866,agi,Melee,2.0,3.0,25,24,28,23,18,16,3.0,2.1,1.5,150,900,1.7,305,0.5,1,0,0,0,1,1,1,0,0
373,56,373_56,59,37,5537.1179039,agi,Ranged,1.5,-1.0,25,15,21,15,22,16,1.9,2.6,1.55,640,900,1.7,295,0.5,1,1,0,0,0,0,0,0,1
373,107,373_107,18,9,3075.3424658000004,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
373,8,373_8,7,6,7652.1739130999995,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
373,17,373_17,7,4,4083.3333333000005,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
373,98,373_98,7,4,3564.1025641,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
373,74,373_74,7,4,3297.2972973,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
373,14,373_14,6,5,4911.7647058,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
373,109,373_109,6,1,2189.1891892,agi,Melee,3.25,7.0,25,26,32,15,22,19,1.7,3.2,1.6,150,900,1.5,310,0.5,1,0,1,0,0,0,0,0,1
375,74,375_74,810,474,3898.9082969000006,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
375,93,375_93,402,237,4743.7665781999995,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
375,14,375_14,318,170,3069.4200351,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
375,107,375_107,238,133,3518.2529335,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
375,54,375_54,229,122,4254.5454545,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
375,48,375_48,225,149,4615.546218500001,agi,Ranged,1.5,0.0,25,20,26,15,18,16,2.2,3.3,1.85,330,900,1.7,330,0.6,1,0,1,0,0,0,0,0,1
375,7,375_7,224,120,3146.7025572,str,Melee,2.0,1.0,25,24,34,22,12,16,3.2,1.4,1.8,150,0,1.7,310,0.9,0,0,1,1,0,1,0,1,0
375,8,375_8,219,115,4484.5580404,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
375,86,375_86,177,89,2848.2587065000002,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
376,71,376_71,245,150,3102.764977,str,Melee,1.0,3.0,25,31,41,29,17,14,2.7,1.7,1.8,150,900,1.9,285,0.5,1,1,0,1,1,1,0,0,0
376,56,376_56,164,97,3458.2463466,agi,Ranged,1.5,-1.0,25,15,21,15,22,16,1.9,2.6,1.55,640,900,1.7,295,0.5,1,1,0,0,0,0,0,0,1
376,34,376_34,149,83,3438.5614386,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
376,93,376_93,113,59,3466.2840745999997,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
376,2,376_2,102,53,2264.6341463000003,str,Melee,4.25,-1.0,25,24,28,25,20,18,2.8,2.2,1.6,150,900,1.7,290,0.6,0,0,0,1,1,1,1,0,0
376,86,376_86,95,49,1829.0094339000002,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
376,57,376_57,86,53,2518.5185185,str,Melee,1.5,3.0,25,31,41,22,15,15,3.1,1.75,1.8,150,900,1.7,305,0.6,0,0,1,0,1,0,0,1,0
376,36,376_36,75,41,3031.8352059999997,int,Ranged,1.5,1.0,25,22,26,16,15,22,2.3,1.2,2.5,550,900,1.7,285,0.5,1,0,1,0,1,1,0,0,0
376,54,376_54,74,35,3601.6042780000002,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
377,74,377_74,1023,596,4328.4139101,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
377,14,377_14,523,317,3194.5606695,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
377,11,377_11,283,133,2790.0999524,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
377,106,377_106,161,101,4511.0896818,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
377,23,377_23,156,77,3532.7102803999996,str,Melee,1.5,2.0,25,26,36,24,14,18,3.3,1.3,1.5,150,900,1.7,300,0.6,1,0,1,1,1,1,0,0,0
377,13,377_13,96,45,3159.5330739,int,Ranged,1.5,-2.0,25,28,39,15,22,25,2.0,1.7,2.4,550,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
377,98,377_98,89,55,2912.5925926,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
377,97,377_97,88,54,3475.465313,str,Melee,2.0,2.0,25,32,44,21,15,19,3.2,2.5,1.65,150,900,1.8,310,0.8,0,1,1,1,0,1,0,0,0
377,41,377_41,84,46,3060.6060606,agi,Melee,2.0,0.0,25,33,39,23,23,15,2.1,2.8,1.5,150,900,1.7,295,1.0,1,1,0,1,1,1,0,0,0
378,74,378_74,885,489,3291.2335751999994,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
378,17,378_17,828,469,3876.8911916999996,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
378,98,378_98,437,229,2470.8507671,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
378,86,378_86,321,151,1809.9861304,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
378,110,378_110,298,181,2973.0751063000002,str,Ranged,1.5,-2.0,25,26,36,19,12,18,3.2,1.3,1.8,500,1100,1.7,285,1.0,0,1,1,1,0,1,0,1,0
378,21,378_21,285,140,2406.168322,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
378,9,378_9,263,133,2852.2532800999998,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
378,87,378_87,219,119,2159.9783079999997,int,Ranged,1.5,-1.0,25,27,31,19,15,22,2.2,1.4,2.5,600,1200,1.7,300,0.5,0,0,1,1,0,1,0,1,0
378,53,378_53,215,122,2317.5384615,int,Ranged,1.5,1.0,25,30,44,19,18,25,2.1,1.9,2.9,600,1125,1.7,290,0.6,1,1,1,0,0,0,1,0,1
380,74,380_74,218,117,3378.3031989,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
380,113,380_113,205,127,4505.376344100001,agi,Ranged,1.5,-2.0,25,29,39,24,15,24,3.0,1.8,2.6,625,900,1.7,280,0.6,1,1,1,0,0,0,0,0,0
380,21,380_21,189,100,2983.5119538000004,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
380,76,380_76,162,77,3166.1166117,int,Ranged,1.5,0.5,25,14,29,19,24,26,2.6,2.0,2.7,450,900,1.7,315,0.5,1,0,1,0,0,1,0,0,0
380,58,380_58,162,94,3151.9721578000003,int,Ranged,1.5,-2.0,25,31,41,16,19,21,1.3,1.8,3.1,550,900,1.7,340,0.5,0,0,0,0,1,1,1,1,1
380,11,380_11,160,73,2796.5009208,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
380,34,380_34,147,75,3455.3881807999996,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
380,13,380_13,146,79,3448.3493078,int,Ranged,1.5,-2.0,25,28,39,15,22,25,2.0,1.7,2.4,550,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
380,54,380_54,143,79,3827.3155415,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
381,51,381_51,637,364,4033.2731494000004,str,Melee,1.5,0.0,25,28,30,26,13,17,3.2,2.3,1.3,150,900,1.7,315,0.6,0,0,1,1,1,1,0,0,0
381,58,381_58,345,205,4453.307393,int,Ranged,1.5,-2.0,25,31,41,16,19,21,1.3,1.8,3.1,550,900,1.7,340,0.5,0,0,0,0,1,1,1,1,1
381,14,381_14,241,126,3488.4447219999997,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
381,13,381_13,174,83,4294.9790795,int,Ranged,1.5,-2.0,25,28,39,15,22,25,2.0,1.7,2.4,550,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
381,86,381_86,173,89,2759.8967298000002,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
381,53,381_53,172,83,3299.6941896,int,Ranged,1.5,1.0,25,30,44,19,18,25,2.1,1.9,2.9,600,1125,1.7,290,0.6,1,1,1,0,0,0,1,0,1
381,21,381_21,118,57,3444.7852761,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
381,71,381_71,109,72,3629.2613636999995,str,Melee,1.0,3.0,25,31,41,29,17,14,2.7,1.7,1.8,150,900,1.9,285,0.5,1,1,0,1,1,1,0,0,0
381,9,381_9,104,53,4001.8450185,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
382,43,382_43,777,459,2823.4423804000003,int,Ranged,2.0,1.0,25,24,36,17,14,23,2.6,1.4,3.0,600,1000,1.7,310,0.5,1,0,1,0,0,1,0,0,1
382,58,382_58,758,370,1844.2807755999997,int,Ranged,1.5,-2.0,25,31,41,16,19,21,1.3,1.8,3.1,550,900,1.7,340,0.5,0,0,0,0,1,1,1,1,1
382,5,382_5,600,288,1699.1619633999999,int,Ranged,1.5,-1.0,25,19,25,16,16,16,2.0,1.6,2.9,600,900,1.7,275,0.5,0,0,1,0,0,1,1,1,0
